,date,coronavirus,covid-19,lockdown,mask,pandemic,quarantine,vaccine,Open,High,Low,Close,Adj Close,Volume
28,2019-12-12,0.0,0.0,0.88,7.199999999999998,0.97,0.0,1.88,127.82026699999999,129.694077,127.782028,129.36901899999998,111.504097,5046009
29,2019-12-13,0.0,0.0,0.79,7.38,0.63,0.0,1.86,128.824097,129.541107,128.116638,128.30784599999998,110.58946200000001,2651610
30,2019-12-16,0.0,0.0,0.51,6.48,0.65,0.0,1.72,129.005737,129.493301,127.963669,128.231354,110.523552,3189463
31,2019-12-17,0.0,0.0,0.6,6.5699999999999985,0.73,0.0,1.96,128.37475600000002,128.766724,127.59082,128.317398,110.597702,3040931
32,2019-12-18,0.0,0.0,0.56,6.5699999999999985,0.62,0.0,1.86,128.63288899999998,129.063095,128.250473,128.49903899999998,110.75425700000001,3244483
33,2019-12-19,0.0,0.0,0.63,7.92,0.65,0.0,1.58,128.546844,128.804977,128.288712,128.642441,110.87786899999999,4044359
34,2019-12-20,0.0,0.0,0.43,6.84,0.63,0.0,1.58,129.770554,130.420654,129.015289,129.627151,111.72658500000001,7438943
35,2019-12-23,0.0,0.0,0.0,6.93,0.65,0.0,0.74,129.80879199999998,130.162521,129.063095,129.588913,111.693634,2932147
36,2019-12-24,0.0,0.0,0.0,6.12,0.6900000000000001,0.0,0.62,129.64627099999998,129.655838,128.690247,129.04397600000001,111.223946,1257397
37,2019-12-26,0.0,0.0,0.0,6.75,0.76,0.0,0.67,129.04397600000001,129.359467,128.728485,128.977051,111.16626699999999,2227666
38,2019-12-27,0.0,0.0,0.0,6.93,1.0,0.0,0.76,129.063095,129.780121,128.938812,129.321228,111.462898,2878801
39,2019-12-30,0.0,0.0,0.0,5.92,0.62,0.0,1.54,129.254303,129.349899,126.673042,126.969406,109.43586,4308369
40,2019-12-31,0.0,0.0,0.0,6.08,0.64,0.0,1.42,126.70172099999999,128.221802,126.57743799999999,128.145309,110.449371,3951265
41,2020-01-02,0.0,0.0,0.0,4.0,0.1,0.0,1.38,129.063095,129.942642,128.84321599999998,129.46463,111.586502,3293436
42,2020-01-03,0.0,0.0,0.0,4.0,0.12,0.0,1.36,127.69598400000001,128.92926,127.686424,128.432129,110.69658700000001,2482890
43,2020-01-06,0.0,0.0,0.22,4.0,0.08,0.12,1.4,127.552582,128.336517,127.34225500000001,128.202682,110.49881699999999,2537073
44,2020-01-07,0.0,0.0,0.31,3.76,0.09,0.15,1.48,127.81070700000001,129.024857,127.53346299999998,128.288712,110.572975,3232977
45,2020-01-08,0.0,0.0,0.27,3.84,0.08,0.14,1.52,128.59465,129.885284,128.030594,129.359467,111.49587199999999,4545916
46,2020-01-09,0.0,0.0,0.39,4.0,0.12,0.13,1.54,129.770554,130.774384,129.359467,130.726578,112.67420200000001,3902208
47,2020-01-10,0.0,0.0,0.58,3.92,0.09,0.15,1.56,130.975143,131.80688500000002,130.31549099999998,130.678772,112.63299599999999,3405148
48,2020-01-13,0.0,0.0,0.33,4.59,0.1,0.16,1.66,129.521988,130.63098100000002,129.13002,130.592728,112.558838,3693426
49,2020-01-14,0.0,0.0,0.3,4.23,0.11,0.13,1.64,130.28680400000002,131.108994,129.588913,129.84703100000002,111.91611499999999,3850326
50,2020-01-15,0.0,0.0,0.43,4.41,0.11,0.26,1.72,130.019119,131.988525,129.74186699999998,130.611862,112.57530200000001,4232011
51,2020-01-16,0.0,0.0,0.32,4.5,0.11,0.11,1.54,131.28106699999998,132.112808,130.984711,131.912048,113.69596100000001,4519661
52,2020-01-17,0.0,0.0,0.43,4.5,0.11,0.11,1.4,130.53537,132.246658,130.172089,132.22753899999998,113.96788000000001,5881972
53,2020-01-21,1.15,0.0,0.28,6.16,0.75,0.16,1.58,131.749527,133.221802,131.548752,133.049713,114.676521,7577329
54,2020-01-22,1.3,0.0,0.4,6.6,1.08,0.3,1.6,137.017212,139.378586,136.28106699999998,137.56213400000001,118.56579599999999,17228038
55,2020-01-23,1.6,0.0,0.65,6.82,1.77,0.66,1.64,137.858505,138.05928,135.898666,136.587006,117.725342,5918059
56,2020-01-24,3.3000000000000003,0.0,1.0,7.48,2.4,0.6900000000000001,1.72,137.084137,137.59082,134.28298999999998,134.378586,115.82189199999999,5836889
57,2020-01-27,13.0,0.0,1.28,15.47,6.0,1.71,1.82,132.40918,133.91014099999998,132.026764,132.52389499999998,114.223297,4358264
58,2020-01-28,12.48,0.0,1.3,15.3,5.8199999999999985,1.5,1.98,133.365204,134.292542,132.648178,133.412994,114.98962399999999,3610374
59,2020-01-29,12.09,0.0,1.1,15.64,4.62,1.77,2.0,133.049713,133.44168100000002,131.548752,131.634796,113.457008,3194275
60,2020-01-30,12.48,0.0,1.58,16.490000000000002,5.04,2.94,1.82,130.745697,130.946457,129.034424,130.75526399999998,112.69890600000001,5290563
61,2020-01-31,11.96,0.0,1.42,17.0,5.1,3.0,1.8,136.615677,137.715103,134.598465,137.40918,118.43398300000001,19868352
62,2020-02-03,2.88,0.0,0.48,4.340000000000002,1.68,1.38,0.96,137.90631100000002,140.803055,137.571701,139.837479,120.52693899999998,9295488
63,2020-02-04,2.48,0.0,0.55,4.0600000000000005,1.26,1.47,0.94,141.28106699999998,142.810699,140.420654,142.552582,122.86709599999999,5879566
64,2020-02-05,2.32,0.0,0.51,3.78,0.72,1.83,1.06,143.60420200000002,150.516251,143.546844,149.455063,128.816422,15048593
65,2020-02-06,2.4,0.0,0.6,3.640000000000001,0.6,1.71,1.02,149.923523,151.768646,148.585083,149.86615,129.17073100000002,8786923
66,2020-02-07,2.4,0.0,0.65,3.92,0.6599999999999999,2.49,0.98,147.753342,148.699814,146.195023,146.663483,127.730324,6718876
67,2020-02-10,1.56,0.0,0.59,3.0,0.33,1.65,0.9,146.242828,147.648178,144.913956,147.638626,128.57959,5480831
68,2020-02-11,1.56,0.09,0.59,3.12,0.3,1.5,1.0,148.298279,148.393875,146.013382,146.730408,127.788597,4011515
69,2020-02-12,1.3199999999999998,0.18,0.65,2.88,0.24,1.35,0.96,146.988525,148.757172,146.768646,148.479919,129.312271,4641939
70,2020-02-13,1.56,0.23,0.64,3.6,0.27,1.5,1.04,147.581268,148.021027,146.663483,147.52389499999998,128.47966,3996452
71,2020-02-14,1.26,0.2,0.8,3.0,0.24,1.08,1.06,147.629059,147.762909,143.183563,144.072662,125.473984,6379763
72,2020-02-18,0.76,0.19,0.49,2.53,0.21,0.78,1.04,143.202682,144.722748,143.05928,144.455063,125.806992,3496778
73,2020-02-19,0.68,0.18,0.55,2.75,0.18,0.84,1.02,144.87571699999998,145.210327,143.699814,144.225616,125.607155,2858613
74,2020-02-20,0.64,0.19,0.58,2.97,0.15,0.66,1.02,144.177826,144.952194,142.934998,144.569794,125.906906,3013003
75,2020-02-21,0.64,0.19,0.6,2.64,0.24,0.62,1.0,144.397705,144.397705,142.294449,143.250473,124.757927,3699597
76,2020-02-24,6.12,1.64,2.0,9.3,11.44,1.96,2.44,139.110901,141.5392,138.986618,139.990433,121.91871599999999,5703210
77,2020-02-25,9.01,1.88,1.96,15.5,19.5,2.8000000000000003,3.24,140.066925,140.602295,135.047806,135.478012,117.98881499999999,6497229
78,2020-02-26,12.750000000000002,2.52,1.86,29.14,26.0,3.84,3.6,136.615677,137.72467,133.4608,133.60420200000002,116.356903,5656663
79,2020-02-27,15.3,2.92,1.9,31.0,20.8,4.0,3.8,131.20459,132.59082,127.160614,127.25621000000001,110.82838400000001,8808471
80,2020-02-28,15.81,4.0,1.74,27.59,19.5,3.72,4.0,124.26386299999999,125.32505,120.80306200000001,124.42638400000001,108.36386100000001,13607832
81,2020-03-02,8.06,0.99,0.02,8.61,1.7000000000000002,0.36,1.76,125.0,128.527725,122.32313500000001,128.393875,111.81918300000001,8923844
82,2020-03-03,8.37,0.99,0.02,7.35,1.7000000000000002,0.45,1.8,128.56596399999998,130.114716,122.17973300000001,123.231361,107.32311999999999,8259321
83,2020-03-04,7.13,1.21,0.02,6.09,1.1900000000000002,0.45,1.68,125.793503,128.37475600000002,123.326958,128.317398,111.752571,5226234
84,2020-03-05,8.99,1.43,0.02,7.14,1.1900000000000002,0.63,1.72,124.760994,126.472275,122.801147,123.852776,107.86431100000001,5696725
85,2020-03-06,9.3,1.65,0.02,6.51,1.1900000000000002,0.63,1.56,121.128105,122.686424,119.043976,122.112808,106.348969,8570192
86,2020-03-09,28.08,9.24,0.39,5.72,11.0,5.7,2.64,114.875717,117.026772,112.122368,112.629066,98.089508,11252345
87,2020-03-10,34.32,10.5,0.65,5.94,12.0,6.08,2.82,117.380501,119.388145,110.66921200000002,119.282982,103.884438,11935592
88,2020-03-11,43.68,13.86,0.52,7.26,100.0,6.84,3.24,115.68833899999998,117.18929299999999,111.261948,112.782028,98.222725,8835039
89,2020-03-12,75.66,25.2,1.04,9.68,96.0,12.54,4.08,104.827919,104.971321,97.782028,98.288719,85.600365,13088284
90,2020-03-13,70.98,28.14,1.4300000000000002,9.46,61.0,16.34,4.68,103.900574,104.35946700000001,96.376671,103.202675,89.879997,13077197
91,2020-03-16,99.0,86.4,41.0,12.8,32.8,100.0,8.0,93.690247,102.686424,90.822182,94.722755,82.494759,11054128
92,2020-03-17,95.0,84.60000000000002,38.0,13.12,35.26,67.0,6.72,96.18547099999999,102.676865,92.829826,101.959846,88.7976,9684182
93,2020-03-18,79.0,79.2,30.0,14.08,31.98,57.0,6.5600000000000005,95.038239,102.227531,95.028679,98.996178,86.216499,9176035
94,2020-03-19,78.0,81.9,32.0,16.96,30.34,62.0,5.68,97.829826,99.13002,93.91969300000001,95.92734499999999,83.54383100000001,8782739
95,2020-03-20,77.0,86.4,100.0,21.76,29.52,76.0,4.64,96.48183399999999,96.54875899999999,90.54493000000001,91.19503,79.422432,11031639
96,2020-03-23,56.94000000000001,94.08,49.6,35.55000000000001,18.88,37.8,2.6,90.439774,93.441681,86.577438,90.602295,78.906212,10176952
97,2020-03-24,49.14,85.44,36.0,32.4,15.93,32.2,2.6,95.592735,101.376671,94.894836,100.841301,87.823448,8340699
98,2020-03-25,47.58,85.44,24.8,30.6,13.57,28.7,2.4000000000000004,100.841301,107.53346299999998,98.307838,101.19503,88.1315,9052084
99,2020-03-26,46.02,91.2,19.200000000000006,30.15,14.16,25.9,2.5,102.208412,108.173996,100.92734499999999,107.92543,93.993065,7482561
100,2020-03-27,47.58,96.0,16.0,30.15,15.34,24.5,2.25,103.80497,106.596558,102.915871,103.27916,89.94659399999999,6718458
101,2020-03-30,31.72,95.0,7.35,73.92,14.04,26.4,2.82,103.336517,108.47036000000001,103.068832,107.963669,94.02636700000001,5820467
102,2020-03-31,28.67,92.0,4.9,96.0,13.5,22.2,3.0,107.07457,108.80497,105.32505,106.05162800000001,92.36116,6635092
103,2020-04-01,45.75,96.0,33.25,33.6,52.38,60.0,5.2799999999999985,101.682602,105.086044,99.92351500000001,100.516251,87.540352,6394093
104,2020-04-02,47.58,98.0,35.0,41.28,48.06,56.4,5.52,100.736137,105.468452,100.516251,105.162521,91.586815,6619820
105,2020-04-03,54.9,100.0,28.0,68.16,50.22000000000001,52.2,6.0,104.13002,105.229446,100.30592299999999,101.663483,88.53949,4747585
106,2020-04-06,62.40000000000001,66.99,9.01,54.0,38.22,38.88,5.4,105.49713100000001,110.54493000000001,105.286804,109.770554,95.599998,7357773
107,2020-04-07,61.75,63.91,7.65,49.0,40.67,37.44,4.98,113.575523,114.31166100000002,109.81835900000002,109.885277,95.699905,5852684
108,2020-04-08,54.6,60.83,8.16,44.0,38.71,35.52,4.68,111.19503,114.684509,110.00956000000001,114.043976,99.321754,5395896
109,2020-04-09,53.95,59.29,6.9700000000000015,41.0,38.22,36.48,4.8,115.18164099999998,117.514343,114.885277,116.156792,101.161827,5832705
110,2020-04-13,29.7,40.71,7.68,17.55,26.130000000000006,39.84,3.85,116.281075,116.443596,112.848946,115.82218200000001,100.870399,5355206
111,2020-04-14,32.4,37.76,7.2,20.15,26.130000000000006,40.8,3.95,118.030594,119.67495,117.227531,118.4608,103.16838800000001,5322780
112,2020-04-15,30.6,38.94,6.4,18.85,26.52,41.76,4.25,113.881454,114.90439599999999,111.62523700000001,113.47036000000001,98.822189,5896616
113,2020-04-16,29.25,35.98999999999999,7.84,23.4,26.52,43.68,4.0,113.77629099999999,114.483749,109.388145,110.640533,96.357658,6754650
114,2020-04-17,29.25,34.22,7.36,22.1,24.57,40.8,3.85,114.05353500000001,115.09560400000001,112.734222,114.837479,100.012817,5194436
115,2020-04-20,22.42,29.0,9.01,20.4,22.42,38.7,3.35,113.910133,117.456978,112.94455,115.114723,100.254272,8558058
116,2020-04-21,24.7,27.5,7.31,18.360000000000007,23.94,37.35,3.95,108.98661799999999,111.998085,107.131927,111.62523700000001,97.21525600000001,15009054
117,2020-04-22,16.72,27.0,7.48,20.4,25.08,37.8,4.3,114.598473,115.03823899999999,112.380501,114.06309499999999,99.338394,7412479
118,2020-04-23,21.66,26.0,7.65,20.4,24.32,35.55000000000001,4.05,114.31166100000002,117.619499,113.881454,116.01338200000001,101.036911,7198154
119,2020-04-24,21.66,25.5,6.460000000000001,20.4,21.66,31.95,3.9,117.026772,119.50286899999999,115.44933300000001,119.235184,103.842812,5215251
120,2020-04-27,7.26,21.84,7.36,14.560000000000002,20.65,31.16,3.65,120.03823899999999,121.40535700000001,119.952202,120.38240800000001,104.841934,5150295
121,2020-04-28,7.04,20.16,7.04,15.12,22.05,28.29,3.95,122.39962,122.562141,119.86615800000001,120.717018,105.133354,4997893
122,2020-04-29,6.38,19.32,6.24,15.12,19.95,26.65,4.800000000000002,123.21223400000001,123.623329,121.921608,123.030594,107.14826200000002,5499450
123,2020-04-30,6.16,18.48,6.72,15.12,19.6,29.93,4.3,120.956024,121.673042,119.713196,120.03823899999999,104.542198,6941047
124,2020-05-01,20.9,34.44,15.04,54.88,23.45,41.0,3.5,117.772469,118.040154,116.05162800000001,116.51051299999999,101.469872,5152073
125,2020-05-04,17.099999999999998,33.62,8.879999999999997,42.33,27.69,28.22,3.0,115.50669099999999,116.606117,114.13958000000001,116.328873,101.311691,4202723
126,2020-05-05,16.74,34.85,6.96,46.41,26.130000000000006,27.540000000000006,3.3000000000000003,117.963669,118.852776,117.084129,117.18929299999999,102.061035,4078772
127,2020-05-06,16.02,33.62,6.84,43.86,31.59,27.540000000000006,3.95,117.82026699999999,118.59464299999999,117.026772,117.753349,102.552277,4042372
128,2020-05-07,15.3,32.39,7.439999999999999,41.31,39.0,25.500000000000004,3.9,117.571701,117.839386,115.53537,115.89865900000001,102.290695,4615580
129,2020-05-08,15.12,33.21,6.3599999999999985,43.86,30.81,27.540000000000006,3.1500000000000004,117.27533700000001,117.81070700000001,115.73613700000001,117.58126100000001,103.775734,5232615
130,2020-05-11,15.13,36.08,9.15,36.19,24.84,24.49,2.95,116.453156,118.02103400000001,115.363289,117.198853,103.438225,3697924
131,2020-05-12,13.6,35.26,10.35,36.19,24.84,23.25,3.35,117.60038,118.852776,114.971321,114.971321,101.47223699999999,5004587
132,2020-05-13,13.43,32.8,12.75,35.72,24.84,24.8,3.2,114.67495,114.713196,109.799232,110.640533,97.649948,6153409
133,2020-05-14,13.77,34.44,10.2,39.01,25.92,22.63,3.5500000000000003,109.531548,111.940727,106.892921,111.80688500000001,98.67935200000001,5501332
134,2020-05-15,13.260000000000002,31.57,15.0,37.13,25.2,22.63,3.9,110.831741,112.227531,110.18164099999998,111.83556399999999,98.70465899999999,5006470
135,2020-05-18,10.64,27.72,7.15,32.85,28.22,18.0,6.0,114.60803200000001,116.97896599999999,114.483749,116.214149,102.56914499999999,4399162
136,2020-05-19,9.8,26.64,7.26,35.1,24.48,17.0,5.2799999999999985,115.86041999999999,116.797325,114.85659799999999,115.0,101.497551,3390191
137,2020-05-20,8.82,26.28,6.16,33.300000000000004,21.76,16.5,4.08,115.611855,117.084129,115.29636399999998,116.042068,102.41726700000001,4017372
138,2020-05-21,8.680000000000001,25.92,5.39,36.45,23.12,15.75,3.84,115.66921200000002,116.36711100000001,113.738052,113.881454,100.510345,4184941
139,2020-05-22,8.120000000000001,22.68,4.73,35.1,23.12,14.75,3.78,114.120461,114.21606399999999,112.41873899999999,113.18355600000001,99.894379,4373117
140,2020-05-26,7.8,19.53,3.52,27.88,22.2,11.4,2.68,115.965584,117.227531,115.68833899999998,116.40535700000001,102.737915,5720888
141,2020-05-27,6.96,19.53,2.88,27.06,18.3,11.6,2.24,118.48948700000001,120.29636399999998,118.040154,120.01911899999999,105.92736799999999,5990965
142,2020-05-28,6.6,18.6,2.56,27.88,20.4,10.8,2.12,121.29063400000001,121.38623,118.757172,119.05353500000001,105.07515,4095404
143,2020-05-29,6.0,17.669999999999995,2.88,27.47,16.5,10.4,1.92,118.231361,119.627151,116.86424299999999,119.407265,105.387344,8294675
144,2020-06-01,5.85,13.23,7.000000000000001,14.499999999999998,17.25,8.64,1.74,119.158699,120.21988700000001,118.575523,119.397705,105.378914,3003798
145,2020-06-02,5.49,12.69,4.130000000000001,13.919999999999998,16.1,8.48,1.77,120.14340200000001,120.45889299999999,119.17781799999999,120.45889299999999,106.315506,3115093
146,2020-06-03,5.67,13.23,3.08,14.21,16.560000000000002,8.16,1.98,121.558319,123.900574,121.41491699999999,123.37476299999999,108.889008,4097914
147,2020-06-04,5.31,15.12,2.45,13.63,14.95,7.84,1.86,122.160614,123.27916,121.434036,123.22179399999999,108.754005,4042581
148,2020-06-05,5.49,12.96,2.66,13.63,15.41,7.36,1.89,128.00190700000002,128.326965,125.956024,126.25238799999998,111.42876399999999,6163764
149,2020-06-08,5.58,19.8,1.44,13.05,14.49,6.7200000000000015,1.92,126.453156,129.904404,126.453156,129.780121,114.542305,5617543
150,2020-06-09,5.67,22.11,1.24,13.34,14.7,6.7200000000000015,1.89,127.64818600000001,127.72466299999999,125.258125,126.070747,111.268456,5641706
151,2020-06-10,5.4,23.76,1.28,13.63,13.86,6.7200000000000015,1.98,126.33843200000001,126.41491699999999,124.09178200000001,124.158699,109.58090200000001,4952601
152,2020-06-11,6.0299999999999985,21.12,1.32,13.919999999999998,13.23,7.1400000000000015,2.16,120.487572,120.554497,112.65774499999999,112.82026699999999,99.573746,12304726
153,2020-06-12,6.0299999999999985,21.45,1.44,14.499999999999998,13.23,6.86,2.1,115.917786,117.70554399999999,114.034416,116.548759,102.864471,6506434
154,2020-06-15,6.7,29.11,1.72,17.86,14.49,5.46,3.0,113.94837199999999,116.988525,113.087952,116.30019399999999,102.645096,5385959
155,2020-06-16,6.5,30.34,1.6,20.14,14.07,5.33,3.76,119.50286899999999,121.892921,117.74378999999999,119.646271,105.598289,5864608
156,2020-06-17,7.2,31.57,1.48,21.66,13.44,5.59,3.52,120.29636399999998,120.69789899999999,117.973228,118.690247,104.754524,3302013
157,2020-06-18,6.7,31.98,1.32,25.46,13.65,5.8500000000000005,3.04,117.59082,118.929253,116.95028700000002,118.69980600000001,104.762955,2997208
158,2020-06-19,6.9,36.08,1.36,30.78,12.39,5.8500000000000005,2.88,120.62141399999999,121.242828,116.873802,117.084129,103.336975,8471554
159,2020-06-22,8.879999999999997,42.32,1.5,29.76,15.4,9.03,3.28,116.74951899999999,117.112808,115.229446,115.74569699999999,102.15570100000001,4993081
160,2020-06-23,9.24,39.56,1.6,33.6,14.96,9.45,3.6,116.644356,117.49521599999999,113.98661799999999,114.158699,100.755013,6937700
161,2020-06-24,9.72,39.56,1.85,40.32,14.3,19.53,3.64,113.116638,113.116638,110.78393600000001,111.30019399999999,98.23214,7061546
162,2020-06-25,11.28,43.7,1.95,45.6,15.62,21.0,3.8,111.62523700000001,113.967499,110.99426299999999,113.79541,100.43441,6412608
163,2020-06-26,12.0,46.0,2.45,48.0,16.72,16.59,3.64,113.059273,113.757172,111.147224,112.036331,98.881866,11244605
164,2020-06-29,12.09,40.48,3.3,46.75000000000001,20.54,16.32,5.0,112.79158799999999,114.512428,112.20841200000001,114.483749,101.04190799999999,4350837
165,2020-06-30,12.09,40.92,3.36,50.6,26.0,22.56,4.8500000000000005,113.94837199999999,115.86998,113.76673100000001,115.45889299999999,101.902557,4099797
166,2020-07-01,12.22,37.4,3.24,45.1,24.96,22.08,2.5,114.98088100000001,115.89865900000001,113.16443600000001,113.326958,100.02095,4869967
167,2020-07-02,11.83,39.6,2.64,50.05,21.32,19.92,2.4000000000000004,114.42638400000001,116.080307,114.015297,114.43594399999999,100.99973299999999,3919362
168,2020-07-06,11.7,38.7,1.7000000000000002,34.32,25.22,19.09,2.5,115.917786,116.491394,114.206497,114.90439599999999,101.41317,4231488
169,2020-07-07,12.09,39.56,1.8,37.44,23.14,19.55,2.7,113.76673100000001,114.25430300000001,112.170174,112.40918,99.21093,4474893
170,2020-07-08,11.31,39.13,1.8,40.04,23.4,20.7,2.7,112.868073,113.42256200000001,111.357552,112.53346299999998,99.32061,5431669
171,2020-07-09,10.79,39.13,1.55,39.0,22.62,17.71,2.5500000000000003,112.81070700000001,112.81070700000001,110.13384199999999,110.62141399999999,97.633064,4982098
172,2020-07-10,10.92,35.26,1.75,44.72,22.1,16.560000000000002,2.6,110.420647,113.355644,110.21988700000001,113.14531699999999,99.860641,4482842
173,2020-07-13,12.35,41.36,5.36,44.84,24.3,19.36,4.41,114.512428,115.66921200000002,113.441681,113.957932,100.577835,4864632
174,2020-07-14,13.0,41.8,8.0,44.84,24.840000000000003,21.12,4.48,113.403442,115.57361599999999,112.734222,115.29636399999998,101.759109,4742982
175,2020-07-15,10.79,44.0,5.36,53.1,25.65,20.24,7.000000000000001,117.017204,118.508606,116.77820600000001,117.59082,103.784172,4679176
176,2020-07-16,9.62,41.8,3.68,59.0,24.03,16.5,5.11,117.284897,119.00573700000001,116.78776599999999,118.556404,104.636391,4530121
177,2020-07-17,9.88,39.6,3.04,56.05,23.49,16.28,4.550000000000002,118.919693,120.10516399999999,117.782028,119.60803200000001,105.56453700000002,4167892
178,2020-07-20,7.0,37.2,1.48,44.8,27.0,17.25,5.670000000000001,120.52581,121.481834,119.636711,120.81262199999999,106.627701,10384374
179,2020-07-21,6.800000000000002,35.6,1.2,43.12000000000001,25.65,21.62,5.1800000000000015,125.39196799999999,126.357552,120.26768500000001,120.516251,106.366127,16063004
180,2020-07-22,6.6000000000000005,34.800000000000004,1.12,47.6,24.57,22.31,4.83,120.363289,123.77629099999999,120.26768500000001,123.011475,108.568375,8572388
181,2020-07-23,6.300000000000002,30.0,1.16,44.8,22.68,18.17,4.41,123.42256200000001,123.680687,121.558319,121.7304,107.437721,4414225
182,2020-07-24,5.9,28.8,1.08,43.12000000000001,22.68,18.4,3.640000000000001,120.917786,122.036331,119.98088100000001,120.258125,106.138306,3693531
183,2020-07-27,5.49,28.49,0.8099999999999999,30.55,22.5,21.62,3.9,119.369026,120.764816,119.225624,120.659653,106.492699,3905136
184,2020-07-28,5.31,28.49,0.8099999999999999,31.49,22.75,21.16,4.08,120.286804,120.78393600000001,118.690247,118.996178,105.024521,4370397
185,2020-07-29,5.49,26.27,0.6,29.14,22.0,20.01,3.72,119.082214,120.44933300000001,118.61377,119.808792,105.741722,2963109
186,2020-07-30,5.22,24.79,0.69,31.49,19.0,17.71,3.78,118.2696,118.451241,116.29063400000001,117.49521599999999,103.699783,4171553
187,2020-07-31,4.8599999999999985,26.27,0.6599999999999999,30.55,18.75,17.48,3.54,117.313576,117.58126100000001,115.764816,117.53346299999998,103.73354300000001,5519847
188,2020-08-03,7.000000000000001,8.549999999999999,1.89,34.800000000000004,22.0,17.400000000000002,3.84,118.068832,118.93881200000001,116.77820600000001,118.843208,104.88951899999999,3688301
